"Timestamp","Age","Country","self_employed","family_history","treatment","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_interview","GroupedGender"
2014-08-27 21:35:00,29,"Canada","No","No","Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","No","Male"
2014-08-27 21:55:00,29,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Other","Yes","Don't know","No","Female"
2014-08-27 22:06:00,29,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Other","Somewhat difficult","No","Male"
2014-08-27 22:12:00,29,"United States","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-27 22:32:00,29,"United States","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-28 00:02:00,29,"United States","No","No","No","No","Yes","Yes","No","No","Other","Not sure","Very easy","No","Male"
2014-08-28 03:29:00,29,"Australia","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Other","Somewhat difficult","No","Female"
2014-08-28 04:09:00,29,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 04:30:00,29,"Poland","No","No","No","No","Yes","Other","No","No","Other","Other","Somewhat difficult","No","Male"
2014-08-28 08:39:00,29,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Female"
2014-08-28 08:40:00,29,"Germany","Yes","No","No","No","Yes","Other","Yes","No","Other","Yes","Very easy","Yes","Male"
2014-08-28 09:09:00,29,"Canada","No","No","Yes","Yes","No","Yes","Yes","Yes","Not sure","Yes","Somewhat easy","No","Female"
2014-08-28 09:54:00,29,"Netherlands","No","No","No","Yes","Yes","Other","No","No","Other","Yes","Somewhat easy","No","Male"
2014-08-28 09:57:00,29,"United States","No","No","No","No","Yes","Other","No","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-28 10:02:00,29,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Very easy","Maybe","Male"
2014-08-28 10:05:00,29,"United States","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","No","Male"
2014-08-28 10:10:00,29,"Netherlands","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-28 10:16:00,29,"Canada","No","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-28 10:24:00,29,"United States","No","No","No","No","No","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 10:30:00,29,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Very easy","No","Male"
2014-08-28 11:26:00,29,"United States","No","Yes","Yes","Yes","No","Not sure","No","No","Not sure","Not sure","Don't know","No","Female"
2014-08-28 12:53:00,29,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-28 13:39:00,29,"United States","No","No","No","No","No","Yes","Yes","Yes","Other","Yes","Very easy","No","Male"
2014-08-28 14:01:00,29,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 14:02:00,29,"United Kingdom","No","No","Yes","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-28 15:40:00,29,"United Kingdom","No","No","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Female"
2014-08-28 15:48:00,29,"United States","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","Male"
2014-08-28 15:50:00,29,"Sweden","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-28 15:54:00,29,"United States","No","Yes","Yes","No","Yes","Yes","Not sure","Don't know","Other","Not sure","Don't know","No","Female"
2014-08-28 17:20:00,29,"United States","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 17:21:00,29,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 17:35:00,29,"United States","No","Yes","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 21:24:00,29,"United States","No","No","No","No","Yes","Yes","No","Yes","Other","Not sure","Don't know","No","Male"
2014-08-28 21:30:00,29,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Not sure","Somewhat easy","Maybe","Male"
2014-08-29 08:26:00,29,"Germany","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","Maybe","Male"
2014-08-29 09:02:00,29,"United Kingdom","No","No","Yes","Yes","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-29 11:22:00,29,"United Kingdom","No","No","Yes","No","No","Yes","Yes","No","Other","Not sure","Don't know","No","Female"
2014-08-29 11:54:00,29,"United States","No","No","Yes","Yes","No","Yes","No","No","Other","Not sure","Somewhat easy","Maybe","Female"
2014-08-29 16:07:00,29,"Netherlands","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Yes","Not sure","Very difficult","Maybe","Male"
2014-08-29 20:53:00,29,"United States","No","No","No","No","No","Not sure","Not sure","Yes","Not sure","Yes","Somewhat easy","No","Male"
2014-08-29 21:26:00,29,"United States","No","No","No","Yes","Yes","Yes","Not sure","No","Yes","Not sure","Don't know","Maybe","Male"
2014-08-30 11:48:00,29,"France","No","No","Yes","No","Yes","Yes","No","No","Other","Yes","Somewhat easy","No","Male"
2014-09-01 09:15:00,29,"Sweden","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-09-03 13:09:00,29,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Male"
2014-09-05 14:19:00,29,"United States","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Not sure","Don't know","No","Male"
2014-09-09 13:49:00,29,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","Maybe","Male"
2014-09-23 20:05:00,29,"United States","No","No","No","No","Yes","Other","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 11:39:00,30,"United Kingdom","No","Yes","Yes","Yes","Yes","Not sure","No","No","Other","Yes","Somewhat easy","No","Male"
2014-08-27 11:43:00,30,"United States","No","No","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:44:00,30,"United States","No","Yes","Yes","No","Yes","Yes","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:02:00,30,"Canada","No","No","No","No","No","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:18:00,30,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-27 12:39:00,30,"United States","No","Yes","No","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 12:40:00,30,"Ireland","No","No","Yes","No","Yes","Other","Yes","Yes","Yes","Not sure","Somewhat easy","No","Male"
2014-08-27 13:04:00,30,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Somewhat easy","No","Male"
2014-08-27 13:08:00,30,"Germany","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Other","Yes","Very difficult","Maybe","Male"
2014-08-27 13:26:00,30,"Netherlands","No","No","No","No","Yes","Not sure","No","Don't know","Not sure","Yes","Somewhat easy","No","Male"
2014-08-27 13:52:00,30,"United States","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","Male"
2014-08-27 13:55:00,30,"Ireland","Yes","No","No","Yes","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 13:56:00,30,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 14:13:00,30,"Switzerland","Yes","No","No","No","Yes","Other","No","No","Other","Other","Somewhat easy","No","Male"
2014-08-27 14:18:00,30,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Not sure","Not sure","Very easy","No","Female"
2014-08-27 14:22:00,30,"United States","No","Yes","Yes","No","Yes","Yes","Not sure","No","Other","Not sure","Somewhat easy","No","Other"
2014-08-27 14:27:00,30,"United States","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:31:00,30,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-27 14:31:00,30,"United States","Yes","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-27 14:38:00,30,"United Kingdom","No","No","Yes","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:51:00,30,"United Kingdom","No","No","No","No","Yes","Other","No","No","Not sure","Not sure","Very easy","No","Male"
2014-08-27 15:28:00,30,"Spain","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Female"
2014-08-27 15:31:00,30,"United States","No","Yes","No","No","Yes","Not sure","No","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 15:31:00,30,"Germany","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat difficult","Maybe","Other"
2014-08-27 15:54:00,30,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Other","Not sure","Very difficult","No","Male"
2014-08-27 16:17:00,30,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Female"
2014-08-27 16:21:00,30,"United States","Yes","Yes","Yes","Yes","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-27 16:22:00,30,"United States","No","No","No","No","No","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-27 18:16:00,30,"United Kingdom","No","No","No","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-27 18:29:00,30,"Germany","No","No","No","No","Yes","Other","No","Don't know","Other","Not sure","Somewhat easy","Maybe","Male"
2014-08-27 22:55:00,30,"United States","Yes","Yes","Yes","Yes","No","Other","Yes","No","Yes","Yes","Somewhat difficult","No","Other"
2014-08-27 23:59:00,30,"Singapore","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-28 00:05:00,30,"United States","Yes","No","Yes","Yes","Yes","Other","Not sure","No","Yes","Not sure","Somewhat difficult","No","Male"
2014-08-28 03:06:00,30,"United Kingdom","No","No","Yes","No","Yes","Other","No","No","Other","Yes","Somewhat easy","No","Male"
2014-08-28 03:52:00,30,"Australia","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-28 04:37:00,30,"United Kingdom","No","Yes","Yes","No","Yes","Yes","Yes","No","Not sure","Yes","Don't know","No","Male"
2014-08-28 06:05:00,30,"Italy","No","No","No","No","No","Not sure","No","No","Other","Yes","Very easy","No","Male"
2014-08-28 06:10:00,30,"Ireland","No","No","Yes","Yes","Yes","Other","No","Don't know","Other","Not sure","Very difficult","No","Male"
2014-08-28 09:54:00,30,"Germany","No","No","No","No","Yes","Not sure","No","No","Not sure","Yes","Somewhat easy","Maybe","Male"
2014-08-28 09:57:00,30,"United States","No","No","No","No","No","Yes","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 10:04:00,30,"United States","No","Yes","No","No","Yes","Not sure","No","No","Not sure","Not sure","Very easy","No","Male"
2014-08-28 10:15:00,30,"Canada","No","Yes","Yes","No","No","Not sure","No","No","Other","Other","Very difficult","No","Male"
2014-08-28 10:22:00,30,"Switzerland","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Other","Very difficult","No","Male"
2014-08-28 11:07:00,30,"United States","Yes","No","Yes","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 13:41:00,30,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Female"
2014-08-28 17:19:00,30,"United States","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Very difficult","No","Male"
2014-08-28 17:22:00,30,"United States","No","No","No","Yes","Yes","Yes","Yes","Don't know","Not sure","Yes","Very easy","Maybe","Other"
2014-08-28 17:36:00,30,"United States","No","Yes","No","No","Yes","Yes","No","Don't know","Yes","Not sure","Very difficult","Maybe","Male"
2014-08-28 18:01:00,30,"United States","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-28 19:03:00,30,"United Kingdom","No","No","Yes","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-28 19:04:00,30,"United States","Yes","No","No","Yes","Yes","Other","Yes","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-29 03:02:00,30,"United States","No","Yes","No","No","No","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-29 07:21:00,30,"United Kingdom","Yes","No","Yes","No","Yes","Other","Yes","No","Other","Other","Very difficult","No","Male"
2014-08-29 09:14:00,30,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Not sure","Yes","Very easy","No","Female"
2014-08-29 09:59:00,30,"United States","No","Yes","Yes","Yes","Yes","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 10:06:00,30,"United States","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-29 16:17:00,30,"United States","No","Yes","Yes","No","No","Yes","No","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-30 06:48:00,30,"India","No","No","No","No","Yes","Other","No","No","Other","Other","Very easy","Maybe","Male"
2014-09-02 20:57:00,30,"United States","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-09-11 17:00:00,30,"United States","No","No","No","No","No","Yes","No","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-27 11:35:00,31,"United States","Yes","No","No","Yes","Yes","Other","No","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-27 11:38:00,31,"United States","Yes","Yes","No","Yes","Yes","Other","Yes","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 11:45:00,31,"United States","No","No","No","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 12:05:00,31,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 12:12:00,31,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-27 12:17:00,31,"Mexico","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 12:34:00,31,"United Kingdom","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:44:00,31,"United States","No","No","No","No","Yes","Yes","No","No","Yes","Not sure","Don't know","No","Male"
2014-08-27 12:48:00,31,"United Kingdom","Yes","No","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:49:00,31,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:54:00,31,"Italy","Yes","Yes","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Other"
2014-08-27 13:09:00,31,"Canada","Yes","No","No","No","Yes","Yes","Yes","No","Not sure","Yes","Very easy","No","Male"
2014-08-27 13:42:00,31,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Yes","Very easy","No","Male"
2014-08-27 14:20:00,31,"United States","No","No","Yes","No","Yes","Yes","Not sure","Don't know","Not sure","Yes","Somewhat easy","No","Female"
2014-08-27 14:34:00,31,"United States","No","No","No","No","No","Not sure","No","No","Other","Yes","Somewhat easy","No","Male"
2014-08-27 14:53:00,31,"United States","No","No","Yes","No","No","Other","Yes","No","Not sure","Yes","Don't know","No","Male"
2014-08-27 15:23:00,31,"United States","No","Yes","Yes","Yes","Yes","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 15:24:00,31,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 15:29:00,31,"United States","No","Yes","Yes","No","No","Not sure","Not sure","No","Not sure","Not sure","Very difficult","No","Female"
2014-08-27 15:30:00,31,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Other"
2014-08-27 16:13:00,31,"United States","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 16:22:00,31,"United States","No","No","No","No","Yes","Yes","Not sure","Don't know","Not sure","Yes","Don't know","No","Male"
2014-08-27 17:37:00,31,"Canada","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Female"
2014-08-27 17:41:00,31,"Australia","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Not sure","Somewhat easy","Yes","Male"
2014-08-27 18:02:00,31,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Yes","Somewhat easy","No","Female"
2014-08-27 19:45:00,31,"United States","No","Yes","No","No","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 22:00:00,31,"United States","No","Yes","Yes","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 22:14:00,31,"United States","No","No","No","Yes","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 22:26:00,31,"United States","No","Yes","Yes","No","Yes","Other","No","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-28 01:30:00,31,"United States","No","No","Yes","Yes","Yes","Yes","Yes","No","Other","Not sure","Very easy","No","Female"
2014-08-28 01:41:00,31,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Female"
2014-08-28 02:46:00,31,"Germany","No","No","No","Yes","Yes","Other","No","No","Other","Other","Very easy","Maybe","Male"
2014-08-28 03:42:00,31,"Belgium","No","Yes","Yes","No","No","Yes","No","No","Other","Other","Don't know","No","Female"
2014-08-28 04:53:00,31,"Germany","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 09:56:00,31,"France","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 10:18:00,31,"South Africa","No","No","No","Yes","Yes","Other","No","No","Other","Other","Don't know","No","Male"
2014-08-28 10:34:00,31,"United States","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Male"
2014-08-28 11:04:00,31,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Not sure","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 11:36:00,31,"Canada","Yes","Yes","No","Yes","Yes","Other","Yes","No","Other","Yes","Somewhat easy","No","Male"
2014-08-28 12:12:00,31,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","Maybe","Female"
2014-08-28 16:54:00,31,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Somewhat difficult","Maybe","Female"
2014-08-28 17:01:00,31,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-28 17:19:00,31,"United States","No","No","No","No","Yes","Yes","No","Yes","Other","Yes","Somewhat easy","No","Male"
2014-08-28 17:21:00,31,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Not sure","Yes","Very easy","No","Male"
2014-08-28 17:28:00,31,"United Kingdom","No","No","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-28 19:26:00,31,"United States","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Male"
2014-08-28 21:38:00,31,"United States","No","Yes","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","No","Male"
2014-08-28 23:13:00,31,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Not sure","Yes","Somewhat easy","No","Female"
2014-08-29 09:23:00,31,"United States","No","Yes","No","No","No","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Female"
2014-08-29 09:53:00,31,"United States","No","No","No","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","No","Male"
2014-08-29 10:38:00,31,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Not sure","Yes","Don't know","Maybe","Male"
2014-08-29 10:59:00,31,"United States","No","Yes","Yes","No","Yes","Other","No","No","Other","Other","Very difficult","No","Female"
2014-08-29 11:46:00,31,"Canada","No","Yes","Yes","No","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Don't know","No","Other"
2014-08-29 14:04:00,31,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-09-02 20:23:00,31,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-09-04 06:23:00,31,"United Kingdom","No","No","No","No","Yes","Yes","No","No","Yes","Not sure","Don't know","No","Male"
2014-09-04 08:35:00,31,"India","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-12-01 09:58:00,31,"Belgium","No","No","No","No","Yes","Not sure","Not sure","No","Other","Yes","Very easy","No","Female"
2014-08-27 11:39:00,32,"United Kingdom","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:45:00,32,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:46:00,32,"United States","No","Yes","No","Yes","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Other"
2014-08-27 11:59:00,32,"United States","No","Yes","Yes","Yes","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 12:11:00,32,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:28:00,32,"United States","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","No","Male"
2014-08-27 12:31:00,32,"United States","No","No","No","No","Yes","Yes","Yes","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:34:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","No","Male"
2014-08-27 12:35:00,32,"United States","No","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 12:40:00,32,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Very easy","No","Male"
2014-08-27 12:50:00,32,"United States","No","No","Yes","Yes","Yes","Yes","Not sure","Don't know","Not sure","Yes","Very easy","No","Female"
2014-08-27 12:54:00,32,"Germany","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very difficult","No","Female"
2014-08-27 13:02:00,32,"United Kingdom","No","Yes","Yes","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 13:07:00,32,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Other","Don't know","No","Female"
2014-08-27 13:07:00,32,"United States","No","No","Yes","No","No","Yes","Yes","Don't know","Not sure","Yes","Very easy","No","Female"
2014-08-27 13:18:00,32,"United States","No","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 13:37:00,32,"United States","No","Yes","Yes","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 13:53:00,32,"United States","No","No","No","No","Yes","Other","Yes","No","Not sure","Not sure","Very easy","No","Male"
2014-08-27 13:54:00,32,"United Kingdom","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-27 13:55:00,32,"United States","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-27 14:15:00,32,"United States","No","No","No","No","Yes","Yes","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:28:00,32,"United States","No","No","No","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Somewhat easy","Maybe","Male"
2014-08-27 15:05:00,32,"United States","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Male"
2014-08-27 15:22:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-27 15:25:00,32,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Female"
2014-08-27 15:34:00,32,"United Kingdom","No","Yes","Yes","No","Yes","Other","No","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 15:59:00,32,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 16:32:00,32,"United Kingdom","No","No","No","No","Yes","Other","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 16:39:00,32,"United Kingdom","No","Yes","Yes","Yes","Yes","Yes","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 18:02:00,32,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","Yes","Male"
2014-08-27 18:41:00,32,"New Zealand","No","No","Yes","No","Yes","Other","No","No","Other","Not sure","Very easy","Maybe","Male"
2014-08-27 19:05:00,32,"Canada","No","No","Yes","No","No","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Female"
2014-08-27 19:41:00,32,"United States","No","No","Yes","No","Yes","Yes","No","No","Yes","Not sure","Somewhat easy","Maybe","Male"
2014-08-27 23:09:00,32,"United States","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-27 23:54:00,32,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-28 02:19:00,32,"Canada","No","No","No","Yes","Yes","Other","Yes","No","Other","Yes","Very difficult","No","Other"
2014-08-28 04:23:00,32,"United States","No","No","Yes","No","No","Yes","Not sure","Yes","Yes","Not sure","Very easy","No","Male"
2014-08-28 04:34:00,32,"Germany","Yes","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 05:14:00,32,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 09:56:00,32,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 09:56:00,32,"United Kingdom","No","No","Yes","No","No","Yes","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-28 10:00:00,32,"United Kingdom","No","No","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 10:01:00,32,"United States","Yes","No","Yes","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Very easy","Yes","Male"
2014-08-28 10:07:00,32,"United States","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Not sure","Not sure","Very difficult","No","Male"
2014-08-28 10:57:00,32,"Belgium","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-28 11:10:00,32,"Italy","No","No","No","No","Yes","Other","No","No","Other","Other","Somewhat difficult","Maybe","Male"
2014-08-28 12:05:00,32,"United Kingdom","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 12:10:00,32,"United Kingdom","No","No","Yes","No","No","Not sure","No","Yes","Yes","Not sure","Don't know","Yes","Other"
